Id;Category;Topic;Source;Headline;Text;Link
21;Fake;Society;El Dizque;"""Felps"" el nombre más popular para los bebés nacidos en México este mes";"""Felps"" el nombre más popular para los bebés nacidos en México este mes
Durante cada evento deportivo global siempre se espera que exista un impacto positivo entre la juventud. Sin embargo en el caso de los actuales Juegos Olímpicos los resultados obtenidos hasta el momento por los atletas mexicanos no se han prestado para ello.
Pero en su eterna búsqueda de información veraz y certera El logró encontrar un ámbito donde Río *NUMBER* sí ha tenido impacto en México: En los nombres de los bebés nacidos durante los juegos.
""La semana pasada registramos un buen"" nos dijo la licenciada Socorro Tangamanga directora del Registro Civil de Zacazonapan Estado de México. ""El que más escogieron los padres fue el de Felps. En segundo lugar Maikolfelps; hubo un Jacinto Maikolfelps Cháyrez Godinez"".
En tanto en el Registro Civil de Churumuco Michoacán el nombre más registrado durante agosto ha sido Jelps. ""No sé qué signifique igual es neopurépecha pero se puso de moda"" afirmó Pantaleón Romero quien se encarga de la oficina.
Aunque no sólo Michael Phelps ha inspirado a los padres de bebés como nos dijeron en el Registro Civil de Miquihuana Tamaulipas: ""Hemos registrado en el mes a cuatro bebés con el nombre de Usaínbol"".
En cuanto a nombres femeninos destacan el de Olimpiada Olímpica y China.
Después de esos nombres entre los más registrados siguen los habituales y comunes como Pedro Juan María Susana Accidente Disneylandia Hitler Yimijendrix Macnamara Macguiver y Gokú.";https://www.eldizque.com/felps-el-nombre-mas-popular-para-los-bebes-nacidos-en-mexico-este-mes/
22;True;Society;Milenio;McDonald's tiene una nueva hamburguesa para los veganos;"McDonald's tiene una nueva hamburguesa para los veganos
Está hecha con carne de soya y una salsa especial llamada ""vegan McFeast"". Sólo se venderá en Finlandia y Suecia por el momento. Si por algo se caracteriza McDonald's es por su ya tradicional Big Mac. Una hamburguesa doble con salsa especial tan popular que hasta un índice económico es sin embargo entre las opciones de menú que tiene este restaurante de comida rápida le deja muy pocas opciones a aquellos que no comen ningún tipo de proteína animal hasta ahora.
Luego de haberla probado con éxito en Finlandia McDonald's anunció que dejará de forma permanente en su menú la McVegan una hamburguesa *NUMBER* por ciento vegetal. Está hecha con un pedazo de carne de soya la salsa ""vegan McFeast"" jitomate lechuga y pepinillos.";http://www.milenio.com/estilo/mcdonald-s-tiene-una-nueva-hamburguesa-para-los-veganos
23;True;Society;El país;Rusia prohíbe a los testigos de Jehová por considerarlos extremistas;"Rusia prohíbe a los testigos de Jehová por considerarlos extremistas
La organización ya había sido vetada a finales de abril tras una demanda del Ministerio de Justicia
La Corte Suprema de Rusia ha confirmado este lunes la prohibición de los Testigos de Jehová en contra de la apelación que había presentado la organización que en el país es considerada una secta extremista. ""La Corte Suprema rusa ha decidido rechazar el recurso de la organización contra su prohibición"" dictaminó la decisión del alto tribunal citada por la agencia pública RIA-Novosti.
A finales de abril los Testigos de Jehová habían sido vetados en Rusia por la Corte Suprema tras una demanda del Ministerio de Justicia que había observado en este movimiento milenarista ""signos de actividad extremista"". Esta decisión judicial abrió la vía a la liquidación de *NUMBER* comunidades locales de Testigos de Jehová en el territorio ruso donde la organización asegura contar con unos *NUMBER* miembros y la confiscación de sus bienes.
""Aunque nos esperábamos una decisión negativa todo esto ha sido muy decepcionante"". Con estas palabras ha reaccionado este lunes el portavoz internacional de los Testigos de Jehová David A. Semonian a través de un comunicado enviado a France Presse. ""Solo podemos esperar que prevalezca una valoración justa de los hechos y que nuestro derecho de practicar en Rusia sea legalmente restablecido"" ha añadido Semonian. El portavoz del grupo en Rusia Yaroslav Sivulsky ha dicho que ""la libertad religiosa en Rusia ha terminado"".
""Esto no es todavía el final"" ha asegurado por su parte el abogado de los Testigos de Jehová Viktor Jenkov citado por la agencia Interfax. ""Vamos a apelar esta decisión ante la Corte Europea de los Derechos Humanos"" ha subrayado.
Los Testigos de Jehová una organización fundada en *NUMBER* en Estados Unidos por Charles Russell se declaran cristianos. Pero a los ojos de la poderosa Iglesia ortodoxa rusa se trata de una secta peligrosa en particular debido a la prohibición de las transfusiones de sangre seguida por sus miembros.
Rusia ya había ordenado la disolución de una rama de los Testigos de Jehová en *NUMBER*. Esta decisión fue considerada ""injustificada"" por la Corte Europea de Derechos Humanos que condenó al país a pagar *NUMBER* euros en concepto de daños e intereses en *NUMBER* en relación con este caso. Durante el régimen de Stalin fueron prohibidos y miles de sus miembros deportados a Siberia.";https://elpais.com/internacional/2017/07/17/actualidad/1500320825_469690.html
24;True;Society;EL UNIVERSAL;Francia contra belgica en los premios nobel de literatura;"Francia contra belgica en los premios nobel de literatura
Las selecciones de Francia y Bélgica consiguieron hoy su pase a las semifinales en el Mundial de Rusia *NUMBER* por lo que se verán frente a frente el próximo *NUMBER* de julio en San Petesburgo. Francia ha sido reconocido por sus aportes artísticos e intelectuales pero también sus ganadores del Nobel de Literatura. Esta nación cuenta en total con *NUMBER* Nobel por lo que es el país con más galardonados. Bélgica solo lo ha ganado en una ocasión: *NUMBER*. El autor que recibió el máximo honor de las letras en dicha ocasión fue Maurice Polydore-Marie-Bernard Maeterlinck quien nació el *NUMBER* de agosto de *NUMBER* en Gante. De acuerdo con la Academia Sueca  Maeterlinck recibió el galardón por sus ""actividades literarias multilaterales y en especial de sus obras dramáticas que se distinguen por una riqueza de imaginación y una fantasía poética la cual revela a veces con el aspecto de un cuento de hadas una profunda inspiración mientras atraen los propios sentimientos de los lectores y estimulan su imaginación de una forma misteriosa"". El libro de este autor que se puede conseguir en México es El pájaro azul (Losada). En sus obras utilizaba el habla el gesto la iluminación el escenario y el ritual poético para crear imágenes que reflejan los estados de ánimo y los dilemas de sus personajes.
La enciclopedia británica indica que Maeterlinck estudió derecho y en París conoció a los líderes del movimiento simbolista e inmediatamente cambió las leyes por la literatura. La historia del Nobel de Literatura la comenzó a escribir Sully Prudhomme autor francés que recibió el galardón en *NUMBER* en reconocimiento a su composición poética. A él le siguieron autores como Frédéric Mistral Romain Rolland Anatole France Henri Bergson Iván Bunin Roger Martin du Gard y André Gide. También Francois Mauriac Albert Camus Saint-Jhon Perse y Jean-Paul Sartre autor que causó polémica luego de rechazar el galardón que se le otorgó por su obra rica en ideas y llena del espíritu de libertad y la búsqueda de la verdad. El último autor francés que recibió el Nobel de Literatura se trató de Patrick Modiano a quien la Academia reconoció en *NUMBER* por el arte de la memoria con la que evoca los más inasibles destinos humanos.";http://www.eluniversal.com.mx/cultura/letras/francia-contra-belgica-en-los-premios-nobel-de-literatura
25;Fake;Society;El Ruinaversal;ES OFICIAL: REGISTRO CIVIL PROHIBIRÁ PONERLE NOMBRES GRINGOS O EXTRANJEROS A BEBÉS MEXICANOS;"ES OFICIAL: REGISTRO CIVIL PROHIBIRÁ PONERLE NOMBRES GRINGOS O EXTRANJEROS A BEBÉS MEXICANOS
México.- El director del Registro Civil a nivel nacional Antonio Padierna Luna informó en conferencia de prensa que a partir del mes de septiembre ""quedará prohibido registrar a los recién nacidos mexicanos con algún nombre gringo o que parezca extranjero"" señalando los empleados del Registro Civil podrán decidir si un bebé no puede ser bautizado con cierto nombre ""si este llega a sonar demasiado exótico"".
Antonio mencionó que fue el Consejo Nacional para Prevenir La Discriminación (CONAPRED) quien hace dos años se acercó a ellos para ""solicitarles que prohibieran a los padres mexicanos nombrar a sus bebés Brayan Britanny Kevin Kymberly Yandel Jenny y otros motes agringados"" (y que para colmo en la mayoría de los casos ni siquiera están escritos correctamente):
""Para nadie es un secreto que una de las costumbres mexicanas más aberrantes es que muchos padres se empeñan en ponerle un nombre extranjero a sus hijos pensando que así tendrá un futuro mejor porque -según ellos- todos los confundirán con ser gringos sin embargo la realidad es muy diferente: cuando el niño crece es casi seguro que sufrirá bullying por llamarse de dicha manera incluso hemos escuchado testimonios de personas que no consiguen trabajo por el solo hecho de llamarse Brayan realmente es algo que los daña para siempre"" dijo
Padierna menciona que fue el CONAPRED quien redactó y envió la solicitud al Congreso de la Unión: ""ellos enviaron la iniciativa y (tras ser aprobada) nosotros tuvimos que acatar la orden de prohibir estos motes por lo que a partir de septiembre los padres ya no podrán registrar a sus hijos con un nombre claramente estadounidense o que parezca ruso alemán o hasta checoslovaco porque también existen casos de ciudadanos acomplejados que creen que por bautizar a su bebé con un nombre europeo el niño de grande parecerá en italiano francés escoces o de cualquier nacionalidad del Viejo Continente menos mexicano"" dijo
Luna señaló que los infantes si podrán ser registrados con un nombre foráneo bajo una excepción: ""los padres si podrán bautizar a su hijo con estos nombres pero solo si demuestran que el niño tiene ascendencia extranjera de por lo menos *NUMBER* familiares directos es decir si los dos padres son originarios de otro país pero el bebé nació en México entonces si podrán bautizarlo con un nombre exótico. Si uno de los padres es extranjero y el otro no entonces deberán demostrar que los dos abuelos también son foráneos para poder llamar al niño con el nombre que sea. La idea es que en un futuro el niño que se llame Brayan o Britanny tenga los argumentos para defenderse a la hora que le hagan burla y pueda argumentar que lo bautizaron de ese modo porque tiene sangre de otra nacionalidad. Si de plano el bebé no tiene ascendencia extranjera o esta se rompe a la tercera generación entonces forzosamente deberá ser bautizado con un nombre típico azteca o que por lo menos que no suene gringo"" puntualizó.";http://www.elruinaversal.com/2017/03/12/es-oficial-registro-civil-prohibira-ponerle-nombres-gringos-o-extranjeros-a-bebes-mexicanos/
26;Fake;Society;SDPNoticias;Google Earth encuentra mujer abandonada durante *NUMBER* años en isla desierta;"Google Earth encuentra mujer abandonada durante *NUMBER* años en isla desierta
Una mujer sobrevivió *NUMBER* años sola en una isla desierta finalmente es rescatada luego de que un internauta viera su señal de socorro en Google Earth.
En *NUMBER* Gemma Sheridan y dos de sus amigos decidieron emprender una aventura navegarían de Liverpool su ciudad natal hacia el Canal de Panamá y luego a Hawái. Al principio el viaje se llevó a cabo sin contratiempos pero luego de cruzar el Canal de Panamá la naturaleza hizo de las suyas. Una tormenta atrapó la embarcación en que los tres amigos viajaban dos de ellos cayeron por la borda y murieron Gemma sobrevivió. Durante *NUMBER* días Gemma estuvo a la deriva hasta que fue alcanzada por otra tormenta en medio del Océano Pacífico. La fuerza del fenómeno natural la dejó inconsciente finalmente despertó en una inhóspita playa rodeada por los escombros de su barco. Se trataba de una isla desierta. Gemma cuenta que en cuanto se despertó y se percató que había naufragado comenzó a pensar en sobrevivir a como diera lugar. Lo primero que hizo fue buscar una fuente de agua potable pues las provisiones se habían perdido. Además de los cocos su única fuente de agua fue una roca que le proporcionaba una gota cada *NUMBER* segundos. Esto cambió para bien el día que llovió (después de sus primeras dos semanas en la isla) entonces pudo almacenar el líquido vital. Durante dos semanas Gemma vivió en un refugió construido con los escombros de la embarcación donde viajaba luego encontró un árbol bastante grande y pensó que sería un buen ""hogar"" provisional. Debió ""rascar"" la corteza del árbol durante *NUMBER* días para tener lista una especie de cueva donde podría vivir. Gemma reflexiona que de haber tenido alguna herramienta como un machete el refugio habría estado listo en unas cuantas horas sin embargo hizo todo el trabajo con la concha de una almeja gigante. Luego de un mes logró prender una fogata. ""No saben lo feliz que me hizo lograrlo"" confiesa Gemma. La mujer comenzó a explorar la isla con la idea de conseguir alimento y buscar algún habitante o signos de vida humana. Lo que encontró fue un grupo de cabras salvajes dos adultos y *NUMBER* crías. Intentó cazarlas pero no tuvo éxito siempre escapaban. Luego fabricó una lanza y un arco con flechas ninguna de las ideas dio resultado. También intentó construir una trampa como las que había visto hacer por otros aventureros en varias películas pero otra vez fracasó. Un día Gemma caminaba por la isla buscando cangrejos entonces vio que una de las cabras se había atorado con sus cuernos en las ramas de un árbol del que comía las hojas; su instinto la hizo actuar como jamás habría pensado tomó al animal del cuello e intentó romper su traquea; la cruel maniobra no logró matar a la cabra así que aceleró su final golpeándola con una concha. Así pasaron los años Gemma cuenta que intentó mantener su condición física ejercitándose en la playa; hacía sentadillas y todo tipo de flexiones además caminaba mucho. Llegó a darse cuenta que cada vez se hacía más fuerte. Pero lo más difícil era afrontar la soledad. Su mente le jugaba malas pasadas pasando de la tranquilidad a la incertidumbre desesperación y pensamientos suicidas era deprimente. ""Cuando empiezas a hablar contigo misma es una señal de que las cosas no van bien"" puntualiza Gemma. Gemma hizo un enorme ""letrero"" en la arena con la señal de socorro internacional ""S.O.S."" medía unos *NUMBER* metros de ancho y tenía el objetivo de ser visto por un avión desde las alturas algo que nunca pasó durante esos *NUMBER* largos años nunca ni una sola avioneta cruzó el cielo de ese recóndito lugar. El final feliz
""Una mañana me despertó el sonido del vuelo de un avión"" cuenta emocionada Gemma el avión volaba inusualmente bajo. ""No lo podía creer. Pensé que era un sueño"" recuerda. ""Corrí a la playa gritando y agitando los brazos como loca la avioneta dio un par de vueltas y luego dejó caer un paquete"". En el paquete había agua potable comida un botiquín y una radio portátil. Gemma encendió el aparato y por primera vez luego de muchos años escuchó otra voz humana. Luego de una larga y emotiva charla Gemma preguntó ""¿Cómo me encontraron?"" sus héroes respondieron: ""Un muchacho de Minnesota encontró tu señal S.O.S. en Google Earth"". ""Yo ni siquiera sabía lo que era Google Earth pero ahora estoy eternamente en deuda con esa herramienta"" confiesa Gemma cuya historia es digna de ser compartida.";https://www.sdpnoticias.com/sorprendente/2014/04/18/google-earth-encuentra-mujer-abandonada-durante-7-anos-en-isla-desierta
27;Fake;Society;La voz popular;LOS MENDIGOS TENDRÁN QUE PASAR UNA PRUEBA PARA PEDIR EN LA CALLE;"LOS MENDIGOS TENDRÁN QUE PASAR UNA PRUEBA PARA PEDIR EN LA CALLE
Todo el que quiera pedir en el distrito centro deberá pasar la prueba.
Dentro de la prueba habrá una audición que se realizará a mediados de Enero.
Los mendigos que quieran pedir en las calles y plazas del distrito Centro de Madrid tienen que presentar su solicitud a lo largo de este mes para pasar después a mediados de Enero una ""prueba de idoneidad"" que les permita acceder a la obtención de la autorización municipal.
David Erguido concejal presidente del distrito ha dicho que la Junta Municipal enviará este mismo lunes las bases de la convocatoria de las pruebas para su publicación en el Boletín Oficial del Ayuntamiento de Madrid (BOAM).
Desde la publicación los mendigos tendrán un mes de plazo para presentar sus solicitudes de modo que las pruebas que incluirán una audición se realizarán a mediados del mes de Enero.
De ver si el mendigo cumple los ""requisitos mínimos para darle la idoneidad"" se encargará un jurado formado por el cómico Barragán el jurado de ""La Voz"" y Paquirrín.
Además de constatar la calidad y el interés de la suplica la Junta quiere comprobar que se trata de una actividad de necesidad real y no de una forma cualquiera de obtener unas monedas.";http://lavozpopular.com/los-mendigos-tendran-que-pasar-una-prueba-para-pedir-en-la-calle/
28;True;Society;Forbes;Vips lanza menú para ciegos;"Vips lanza menú para ciegos
A partir del mes de noviembre dicho menú estará disponible en todas las sucursales de las más de *NUMBER* ciudades del país en las que está presente la marca.
La cadena de restaurantes Vips lanzó un menú para ciegos en sus *NUMBER* unidades en México.
A partir de noviembre el menú en braille un sistema de lectura táctil para personas con discapacidad visual estará disponible en todas las sucursales de las más de *NUMBER* ciudades en las que está presente la marca y será una adaptación de la carta original de la cadena.
""La estrategia de renovación de los restaurantes de la marca que develamos en mayo de este año no implica únicamente un cambio de imagen lo que buscamos realmente es impactar de manera positiva la experiencia de nuestros clientes"" indicó Gerardo Rojas director de Vips.
En México hay más de un millón de personas con discapacidad visual según datos del Instituto Nacional de Estadística y Geografía (Inegi).
La empresa que pertenece a Alsea se encuentra en proceso de cambiar la imagen de los restaurantes proceso que puede durar hasta *NUMBER* años. Hasta ahora suman tres tiendas Vips renovadas con el establecimiento de Reforma *NUMBER* en la Ciudad de México la más reciente.
Además la compañía planea abrir entre cinco y *NUMBER* nuevas unidades de la cadena Vips en los próximos *NUMBER* a *NUMBER* meses bajo el concepto renovado.";https://www.forbes.com.mx/vips-lanza-menu-para-ciegos-en-mexico/
29;True;Society;El país;Detenida en EE UU una profesora que tuvo un hijo con un alumno de *NUMBER* años;"Detenida en EE UU una profesora que tuvo un hijo con un alumno de *NUMBER* años
La historia como tantas en Estados Unidos es el guión perfecto de una novela o una película; en este caso una de amores imposibles. Mary Kay LeTourneau ha vuelto a ser detenida en Seattle por reunirse con X. El problema está en que LeTourneau es una atractiva profesora de *NUMBER* años de edad y X un muchacho de *NUMBER* años cuya identidad jamás ha sido facilitada.
En el verano de *NUMBER* LeTourneau y el adolescente se enamoraron cuando ella le daba clases en el colegio Shorewood de Seattle. Ella era entonces una mujer casada y con cuatro hijos; éI tenía *NUMBER* años recién cumplidos. Los dos sostuvieron relaciones sexuales tuvieron una hija e intercambiaron promesas de amor eterno. Al descubrirlo los escandalizados padres de X presentaron una querella y la profesora fue detenida juzgada y condenada por violar a un menor.
El testimonio del muchacho no fue escuchado por el tribunal porque la ley estadounidense rechaza la posibilidad de que un menor pueda sostener relaciones sexuales consensuadas. Sin embargo X ha declarado a sus familiares y amigos que está enamorado de la profesora que ella jamás le forzó que intercambiaron anillos para simbolizar su relación y que acordaron conjuntamente seguir con el embarazo. X sueña con que algún día estarán juntos sin problemas.
""Sólo hablaban""
El pasado agosto la profesora fue condenada a seis meses de prisión. Entretanto su marido había obtenido el divorcio y la custodia de los niños. El mes pasado LeTourneau salió en libertad provisional por buena conducta pero con la condición de que jamás volviera a intentar contactar con X o con cualquier otro de sus ex alumnos. Fue advertida de que si reincidía podría ser condenada a una pena de siete años de encarcelamiento.El martes LeTourneau fue detenida a una manzana de su casa de Seattle. Estaba dentro de un coche acompañada por X. ""Tan sólo hablaban"" dijo David Gehrke el abogado de la profesora. ""Pido un poco de comprensión para mi cliente"" añadió el abogado. ""El que pese a la orden judicial haya vuelto a ver al chico revela la profundidad de sus sentimientos hacia él"".
La profesora esperaba ayer en la celda de una comisaría su nueva comparecencia ante los tribunales prevista para mañana. La Fiscalía informó que piensa pedir que sea condenada a la pena de *NUMBER* años. ""El único modo de impedir que reincida es que esté en la cárcel"" dijo Dan Donohoe portavoz de la fiscalía. Desde la primera detención de la profesora la hija que tuvo con el adolescente vive con la familia de él.";https://elpais.com/diario/1998/02/05/sociedad/886633202_850215.html
30;True;Society;El Mundo;El negocio de las rifas ilegales se dispara un *NUMBER*% en dos años;"El negocio de las rifas ilegales se dispara un *NUMBER*% en dos años
El juego ilegal movió en la provincia de Sevilla más de *NUMBER* millones de euros en *NUMBER* y dio trabajo en condiciones casi siempre muy precarias a unas *NUMBER* personas. En medio de una crisis general en la que todos los sectores económicos están a la baja las rifas clandestinas viven su mejor momento: en la provincia el negocio se incrementó en un *NUMBER* por ciento en los últimos dos años una cifra espectacular que sin embargo no es nada comparada con el incremenoto en la provincia de Málaga *NUMBER* por ciento en el mismo periodo- y Cádiz *NUMBER* por ciento-.
Estas conclusiones son producto de los datos recogidos a lo largo del año *NUMBER* por los gestores comerciales de la ONCE una de las entidades más directamente perjudicadas por las rifas ilegales. El informe realizado en toda España pone de manifiesto la fuerte implantación de esta actividad ilegal en Andalucía y muy especialmente en provincias como Sevilla Málaga y Cádiz. El caso de esta última resulta escandaloso: casi la tercera parte del dinero que se obtiene mediante rifas ilegales en toda España se localiza en Cádiz.
La provincia de Sevilla concentra el *NUMBER* por ciento del negocio ilegal nacional que se aproxima a los *NUMBER* millones de euros casi la mitad de ellos en Andalucía. En los últimos años también se incrementa el número de personas dedicadas a esta actividad en la provincia: los *NUMBER* vendedores de *NUMBER* se convirtieron en *NUMBER* en *NUMBER*. En Cádiz en esos dos años el número de vendedores ascendió desde los *NUMBER* a los *NUMBER*. Más trabajadores y más volumen de negocio que muchos sectores sujetos al fisco.
Los expertos de la ONCE han desarrollado una intensa labor de investigación en un campo que se caracteriza básicamente por la opacidad de la actividad. La intención asegura la Organización Nacional de Ciegos es la de ofrecer una visión general del juego no declarado en España «tomando en consideración los criterios más moderados».
El estudio de la ONCE detecta doce organizaciones dedicadas a las rifas ilegales en Andalucía -dos más que en *NUMBER*- y *NUMBER* en toda España algunas de las cuales no obstante defienden estar dentro de la legalidad.
La más potente de ellas es la OID con una implantación muy importante en Cádiz y que el año pasado movió en la comunidad autónoma más de *NUMBER* millones de euros más de dos tercios de la cifra total. Es junto a la OIDD -ésta con cifras mucho más modestas- la única que sigue aumentando sus ventas. También tienen una extensa implantación las denominadas Papeletas Blancas (*NUMBER* millones de euros en ventas en *NUMBER*) La Paloma Orda y La Rápida todas ellas en torno a los *NUMBER* millones de euros.
La ONCE advierte en su estudio de que los juegos ilegales «no se someten a ningún tipo de control en cuanto a su volumen de ventas volumen de emisión precio porcentaje destinado a premios ni distribución de premios» por lo que los compradores «no tienen ningún tipo de garantía sobre ninguna de estas cuestiones ni la seguridad de que cobrarán los premios». Un informe de *NUMBER* de la Dirección General de la Policía en torno a la OID señala específicamente que sus actividades «suponen una estafa al jugador ya que de los cien mil números de cupones en venta el *NUMBER*% no se imprimen ni por lo tanto se venden».
En paralelo el juego legal pierde volumen de negocio desde el comienzo de la crisis. En el periodo *NUMBER*-*NUMBER* los operadores privados (máquinas recreativas bingos y casinos) han visto descender sus ingresos un *NUMBER*; los juegos promovidos directamente por el Estado a través de Loterías y Apuestas del Estado (LAE) han recaudado casi un *NUMBER* por ciento menos; y la ONCE ha visto también reducida su cuota de mercado en un *NUMBER* por ciento. La conclusión es evidente: en medio de la crisis la economía sumergida que representan las organizaciones ilegales le va ganando la batalla al juego legal bajo el control de Hacienda que ha perdido desde *NUMBER* casi un *NUMBER* por ciento de sus ingresos.";http://www.elmundo.es/andalucia/2014/07/28/53d620cbe2704ea6158b457f.html
31;Fake;Society;El Ruinaversal;Mujeres que deseen andar con un Sugar Daddy deberán tramitar permiso sanitario de prostitución;"Mujeres que deseen andar con un Sugar Daddy deberán tramitar permiso sanitario de prostitución
México.- En conferencia de prensa el director de la Secretaria de Salud del país José Narro informó que a partir del próximo mes las mujeres que deseen ligarse (conquistar) a un ""Sugar Daddy"" -persona mayor con recursos para que las mantenga- deberán tramitar un permiso sanitario de prostitución debido a que brindar sus servicios de compañía con una persona que les de dinero será equivalente a ejercer el oficio más antiguo del mundo.
José mencionó que aunque las mujeres que se ligan un Sugar Daddy no se ponen en una esquina de igual modo se prostituyen aunque el hombre sea su pareja formal por lo que deberán tramitar el permiso sanitario para evitar propagar enfermedades y prevenir otro tipo de incidentes:
""Muchas mujeres jóvenes y no tan jóvenes prefieren irse por el camino fácil y conquistar un hombre que les doble triplique o hasta cuadruplique la edad para que las mantenga.
Si bien ellas no estan en una esquina vendiéndose de igual modo ofrecen sus servicios de compañía a cambio de un bien material por lo que también se consideran prostitutas.
Las mujeres que deseen ejercer la prostitución pero con un solo hombre es decir con su Sugar Daddy deberán acudir a su centro de salud más cercano y rellenar un formulario ahí les harán pruebas de salud físicas y psicológicas y deberán seguir ciertos reglamentos como no tener alguna enfermedad venérea o mental esto para salvaguardar la integridad del Sugar Daddy.
La idea es que el gobierno proteja a los hombres; muchas de las mujeres se los ligan esperando que mueran pronto para heredar sus bienes y queremos evitar que les hagan daño por eso les pediremos sus datos para tener un control"" señaló.
Narro mencionó que a partir del próximo mes el registro civil además podrá exigir que las mujeres se han este control sanitario si el juez considera que el matrimonio es por conveniencia:
""Los jueces del registro civil podrán exigirle a una mujer que se vaya a casar que se haga este control si consideran que el matrimonio será por interés y no por un sentimiento sincero.
Podrá sonar discriminatorio pero son muchísimas más las féminas que se casan por dinero que las que lo hacen por amor.
La idea es tener un control que proteja al hombre y además por supuesto estas mujeres al ejercer la prostitución deberán pagarle a Hacienda el *NUMBER*% de sus ingresos que dependerá del gasto mensual que su Sugar Daddy les dé"" puntualizó.";http://www.elruinaversal.com/2017/06/29/mujeres-que-deseen-andar-con-un-sugar-daddy-deberan-tramitar-permiso-sanitario-de-prostitucion/
32;Fake;Society;Actualidad RT;"""Las puertas del infierno"": Un extraño video universitario causa 'terror' en la Red";"""Las puertas del infierno"": Un extraño video universitario causa 'terror' en la Red
Un polémico video para 'enganchar' a nuevas integrantes a una hermandad universitaria ha sido catalogado como ""extraño"" ""terrorífico"" y rápidamente se viralizó en las redes sociales.
Las entusiastas directivas del grupo de fraternidad femenina Alpha Delta Pi de la universidad estadounidense de Texas aún no entienden por qué uno de sus videos ha sido comparado con las ""puertas del infierno"". El material fue publicado en su cuenta de Twitter con el fin de reclutar a nuevas seguidoras según informa el diario estadounidense The Kansas City Star y rápidamente alcanzó popularidad en las redes sociales recibiendo numerosas críticas en Internet.
En el video se observa cómo tres autoridades del Alpha Delta Pi dan una calurosa bienvenida a las nuevas integrantes de su hermandad y abren las puertas de su 'morada'. En la escena aparecen otras *NUMBER* integrantes de la congregación quienes entablan al unísono una canción propia de la agrupación. Lo hacen entre aplausos y movimientos de brazos y cabezas.
La extraña 'ceremonia' recibió numerosos comentarios críticas y fue objeto de risas en las redes sociales. Además de ser catalogada como la apertura de las 'puertas del infierno' varios usuarios la tildaron de ""extraña"" ""terrorífica"" o ""lo más aterrador visto en Twitter"" mientras que otros iniciaron discusiones sobre prácticas no permitidas o incluso racistas en las congregaciones estudiantiles. La revista estadounidense 'New York' señaló que este el video de reclutamiento ""lo perseguirá a usted por años"".
La enorme cantidad de burlas y comentarios hicieron que las estudiantes universitarias borraran el video de su cuenta. Pero ¿es justificado tanto alboroto? Puede juzgarlo usted mismo.";https://actualidad.rt.com/actualidad/217004-puertas-infierno-video-fraternidad-universidad-texas/amp
